"gene","medianImp","trait"
"AT2G25880.1",2.15826165982071,"top.intensity.fluo.intensity.mean"
"AT2G26760.1",2.59698462753364,"top.intensity.fluo.intensity.mean"
"AT2G29890.3",2.41595322612162,"top.intensity.fluo.intensity.mean"
"AT2G32765.1",2.55875927235875,"top.intensity.fluo.intensity.mean"
"AT2G33560.2",2.59308700840277,"top.intensity.fluo.intensity.mean"
"AT2G33770.1",3.39355921103457,"top.intensity.fluo.intensity.mean"
"AT2G35060.2",3.53025538680641,"top.intensity.fluo.intensity.mean"
"AT2G39890.1",2.49277125624331,"top.intensity.fluo.intensity.mean"
"AT2G40900.1",2.70528696772908,"top.intensity.fluo.intensity.mean"
"AT2G41340.1",2.63475286990482,"top.intensity.fluo.intensity.mean"
"AT2G41900.1",2.48272791926053,"top.intensity.fluo.intensity.mean"
"AT2G42840.1",2.51360440371712,"top.intensity.fluo.intensity.mean"
"AT2G43060.1",2.41964267883196,"top.intensity.fluo.intensity.mean"
"AT2G46640.3",3.60851215568647,"top.intensity.fluo.intensity.mean"
"AT2G46690.1",2.76843301042142,"top.intensity.fluo.intensity.mean"
"AT2G46790.1",2.52709386065429,"top.intensity.fluo.intensity.mean"
"AT2G47890.1",3.16321210205889,"top.intensity.fluo.intensity.mean"
"AT3G05200.1",2.4556743489845,"top.intensity.fluo.intensity.mean"
"AT3G08770.2",2.65592860820424,"top.intensity.fluo.intensity.mean"
"AT3G11670.1",2.38779311196746,"top.intensity.fluo.intensity.mean"
"AT3G14190.1",2.49904959366391,"top.intensity.fluo.intensity.mean"
"AT3G17120.1",2.60291063208585,"top.intensity.fluo.intensity.mean"
"AT3G17160.1",3.26295609916539,"top.intensity.fluo.intensity.mean"
"AT3G19290.3",2.57019353348871,"top.intensity.fluo.intensity.mean"
"AT3G20100.1",3.47304019272078,"top.intensity.fluo.intensity.mean"
"AT3G23670.1",2.65441008975492,"top.intensity.fluo.intensity.mean"
"AT3G23790.1",2.80331211375772,"top.intensity.fluo.intensity.mean"
"AT3G25130.1",2.32847224835536,"top.intensity.fluo.intensity.mean"
"AT3G26050.1",2.61508676814093,"top.intensity.fluo.intensity.mean"
"AT3G26220.1",2.50786862300888,"top.intensity.fluo.intensity.mean"
"AT3G27350.2",2.46401810500117,"top.intensity.fluo.intensity.mean"
"AT3G27360.1",2.31139575552886,"top.intensity.fluo.intensity.mean"
"AT3G28100.1",2.77060030975432,"top.intensity.fluo.intensity.mean"
"AT3G28760.2",2.75122895216879,"top.intensity.fluo.intensity.mean"
"AT3G29680.1",2.55032370085066,"top.intensity.fluo.intensity.mean"
"AT3G43930.1",2.61353823532375,"top.intensity.fluo.intensity.mean"
"AT3G45600.1",3.17299043460038,"top.intensity.fluo.intensity.mean"
"AT3G47500.1",3.25780375054331,"top.intensity.fluo.intensity.mean"
"AT3G49580.1",2.4366688202436,"top.intensity.fluo.intensity.mean"
"AT3G50480.1",2.6131166422098,"top.intensity.fluo.intensity.mean"
"AT3G51895.1",3.94211170575841,"top.intensity.fluo.intensity.mean"
"AT3G52430.1",2.50987096638448,"top.intensity.fluo.intensity.mean"
"AT3G52910.1",2.92519968941841,"top.intensity.fluo.intensity.mean"
"AT3G53235.1",2.5066788417035,"top.intensity.fluo.intensity.mean"
"AT3G53720.1",3.07084928064985,"top.intensity.fluo.intensity.mean"
"AT3G61610.1",2.48610609126652,"top.intensity.fluo.intensity.mean"
"AT3G61920.1",2.91410258680932,"top.intensity.fluo.intensity.mean"
"AT3G62780.1",2.72376547334996,"top.intensity.fluo.intensity.mean"
"AT4G02800.1",2.29683125106817,"top.intensity.fluo.intensity.mean"
"AT4G03320.1",2.52878020671405,"top.intensity.fluo.intensity.mean"
"AT4G03450.1",2.20805512173399,"top.intensity.fluo.intensity.mean"
"AT4G11070.1",2.83313894904416,"top.intensity.fluo.intensity.mean"
"AT4G11140.1",2.17486125561061,"top.intensity.fluo.intensity.mean"
"AT4G11360.1",2.4021717550736,"top.intensity.fluo.intensity.mean"
"AT4G13030.1",2.49311235245303,"top.intensity.fluo.intensity.mean"
"AT4G13510.1",2.51178799215518,"top.intensity.fluo.intensity.mean"
"AT4G15540.1",2.44967871877923,"top.intensity.fluo.intensity.mean"
"AT4G19840.1",2.61046257428906,"top.intensity.fluo.intensity.mean"
"AT4G22690.1",2.48928260910098,"top.intensity.fluo.intensity.mean"
"AT4G27830.1",3.2755283850587,"top.intensity.fluo.intensity.mean"
"AT4G30750.1",3.22404605406361,"top.intensity.fluo.intensity.mean"
"AT4G30960.1",2.52601767381125,"top.intensity.fluo.intensity.mean"
"AT4G30990.2",2.22713639031567,"top.intensity.fluo.intensity.mean"
"AT4G32940.1",2.17853268324964,"top.intensity.fluo.intensity.mean"
"AT4G33270.1",2.4933608138507,"top.intensity.fluo.intensity.mean"
"AT4G33400.1",2.60324538673872,"top.intensity.fluo.intensity.mean"
"AT4G37310.1",3.47631658004025,"top.intensity.fluo.intensity.mean"
"AT4G37980.1",2.6659828025076,"top.intensity.fluo.intensity.mean"
"AT4G38580.1",3.37727313876837,"top.intensity.fluo.intensity.mean"
"AT4G39100.1",3.27007104394561,"top.intensity.fluo.intensity.mean"
"AT4G40010.1",2.51414277011573,"top.intensity.fluo.intensity.mean"
"AT5G01820.1",2.68722830952698,"top.intensity.fluo.intensity.mean"
"AT5G02290.1",2.15282498334234,"top.intensity.fluo.intensity.mean"
"AT5G05270.1",2.43882391018066,"top.intensity.fluo.intensity.mean"
"AT5G06800.1",2.7431979691201,"top.intensity.fluo.intensity.mean"
"AT5G07180.1",2.55904446306268,"top.intensity.fluo.intensity.mean"
"AT5G08640.1",2.82455620239048,"top.intensity.fluo.intensity.mean"
"AT5G09290.1",2.69627353075466,"top.intensity.fluo.intensity.mean"
"AT5G10930.1",2.61045363665486,"top.intensity.fluo.intensity.mean"
"AT5G14940.1",2.3905159690851,"top.intensity.fluo.intensity.mean"
"AT5G16350.1",2.97074755900242,"top.intensity.fluo.intensity.mean"
"AT5G16530.1",2.5535316454794,"top.intensity.fluo.intensity.mean"
"AT5G24155.1",2.40685616560116,"top.intensity.fluo.intensity.mean"
"AT5G24200.1",3.31794395128121,"top.intensity.fluo.intensity.mean"
"AT5G25260.1",2.54152326270768,"top.intensity.fluo.intensity.mean"
"AT5G25580.1",2.54071952840051,"top.intensity.fluo.intensity.mean"
"AT5G26751.1",3.28777476985607,"top.intensity.fluo.intensity.mean"
"AT5G27395.1",2.55518749382218,"top.intensity.fluo.intensity.mean"
"AT5G28640.1",2.68631821635956,"top.intensity.fluo.intensity.mean"
"AT5G33370.1",2.3158735156692,"top.intensity.fluo.intensity.mean"
"AT5G37590.1",2.55962341777715,"top.intensity.fluo.intensity.mean"
"AT5G39220.1",2.76663476129884,"top.intensity.fluo.intensity.mean"
"AT5G39670.1",3.12359460640053,"top.intensity.fluo.intensity.mean"
"AT5G42180.1",3.40617493205228,"top.intensity.fluo.intensity.mean"
"AT5G43020.1",2.17983125102434,"top.intensity.fluo.intensity.mean"
"AT5G43560.1",3.30117805074964,"top.intensity.fluo.intensity.mean"
"AT5G45160.1",3.22939417977358,"top.intensity.fluo.intensity.mean"
"AT5G45700.1",2.59851874270073,"top.intensity.fluo.intensity.mean"
"AT5G49330.1",2.97395219818405,"top.intensity.fluo.intensity.mean"
"AT5G50720.1",3.35299171190183,"top.intensity.fluo.intensity.mean"
"AT5G52760.1",2.47239823813295,"top.intensity.fluo.intensity.mean"
"AT5G53210.1",2.53528134231687,"top.intensity.fluo.intensity.mean"
"AT5G53730.1",3.54639696953996,"top.intensity.fluo.intensity.mean"
"AT5G59130.1",2.75953040668094,"top.intensity.fluo.intensity.mean"
"AT5G59670.1",2.57461397137441,"top.intensity.fluo.intensity.mean"
"AT5G60580.2",2.39156733183473,"top.intensity.fluo.intensity.mean"
"AT5G60850.1",3.4458465168936,"top.intensity.fluo.intensity.mean"
"AT5G61420.2",2.6591935947866,"top.intensity.fluo.intensity.mean"
"AT5G65320.1",2.55120405955228,"top.intensity.fluo.intensity.mean"
"AT5G66230.1",2.38874805858274,"top.intensity.fluo.intensity.mean"
"AT5G67110.1",2.56255501932423,"top.intensity.fluo.intensity.mean"
"AT1G01420.1",2.46789283147375,"top.intensity.fluo.lab.a.mean"
"AT1G01680.1",2.46148817563614,"top.intensity.fluo.lab.a.mean"
"AT1G10070.1",3.28881297194762,"top.intensity.fluo.lab.a.mean"
"AT1G11600.1",2.88085750043682,"top.intensity.fluo.lab.a.mean"
"AT1G11700.1",2.38941126862272,"top.intensity.fluo.lab.a.mean"
"AT1G12280.1",2.83544439885766,"top.intensity.fluo.lab.a.mean"
"AT1G15230.1",3.37359994270489,"top.intensity.fluo.lab.a.mean"
"AT1G19400.1",2.41618292029791,"top.intensity.fluo.lab.a.mean"
"AT1G21090.1",2.49070154594055,"top.intensity.fluo.lab.a.mean"
"AT1G21100.1",2.45212656921736,"top.intensity.fluo.lab.a.mean"
"AT1G22710.1",3.5111690658613,"top.intensity.fluo.lab.a.mean"
"AT1G28570.1",2.77320253043017,"top.intensity.fluo.lab.a.mean"
"AT1G34355.1",2.9527720621301,"top.intensity.fluo.lab.a.mean"
"AT1G34420.1",2.55836830716087,"top.intensity.fluo.lab.a.mean"
"AT1G47330.1",3.29401417392415,"top.intensity.fluo.lab.a.mean"
"AT1G47960.1",2.45296703317717,"top.intensity.fluo.lab.a.mean"
"AT1G53790.2",3.26480706436729,"top.intensity.fluo.lab.a.mean"
"AT1G56230.1",3.49601051509121,"top.intensity.fluo.lab.a.mean"
"AT1G64360.1",2.55039582698798,"top.intensity.fluo.lab.a.mean"
"AT1G67030.1",3.52162163639747,"top.intensity.fluo.lab.a.mean"
"AT1G68570.1",2.6819773476452,"top.intensity.fluo.lab.a.mean"
"AT1G71040.1",2.67743163681778,"top.intensity.fluo.lab.a.mean"
"AT1G73360.1",2.46639390865674,"top.intensity.fluo.lab.a.mean"
"AT1G74840.1",3.40065943697608,"top.intensity.fluo.lab.a.mean"
"AT1G80130.1",3.09677624837954,"top.intensity.fluo.lab.a.mean"
"AT2G01680.1",3.26850615591641,"top.intensity.fluo.lab.a.mean"
"AT2G18350.1",2.60985748998,"top.intensity.fluo.lab.a.mean"
"AT2G20590.1",2.41243747731888,"top.intensity.fluo.lab.a.mean"
"AT2G20710.1",2.48490648430236,"top.intensity.fluo.lab.a.mean"
"AT2G23000.1",2.53977081833723,"top.intensity.fluo.lab.a.mean"
"AT2G26350.1",2.39674668926171,"top.intensity.fluo.lab.a.mean"
"AT2G26760.1",2.57583119890254,"top.intensity.fluo.lab.a.mean"
"AT2G28790.1",2.60077559134197,"top.intensity.fluo.lab.a.mean"
"AT2G33560.2",2.50859265758023,"top.intensity.fluo.lab.a.mean"
"AT2G33770.1",3.340418430388,"top.intensity.fluo.lab.a.mean"
"AT2G35060.2",3.80718270116182,"top.intensity.fluo.lab.a.mean"
"AT2G37130.1",2.42995571755263,"top.intensity.fluo.lab.a.mean"
"AT2G39890.1",2.56852818556769,"top.intensity.fluo.lab.a.mean"
"AT2G40900.1",3.01514044319177,"top.intensity.fluo.lab.a.mean"
"AT2G41340.1",2.71871214963094,"top.intensity.fluo.lab.a.mean"
"AT2G41900.1",3.06856148174491,"top.intensity.fluo.lab.a.mean"
"AT2G42840.1",2.82957882874164,"top.intensity.fluo.lab.a.mean"
"AT2G46640.3",3.63903857266619,"top.intensity.fluo.lab.a.mean"
"AT2G46690.1",2.91395187433584,"top.intensity.fluo.lab.a.mean"
"AT2G46790.1",2.59134918161418,"top.intensity.fluo.lab.a.mean"
"AT2G47630.1",2.16692393732716,"top.intensity.fluo.lab.a.mean"
"AT2G47890.1",3.25970259285057,"top.intensity.fluo.lab.a.mean"
"AT3G01200.1",2.45481676256357,"top.intensity.fluo.lab.a.mean"
"AT3G01470.1",2.50307347204434,"top.intensity.fluo.lab.a.mean"
"AT3G01710.1",2.47417564787114,"top.intensity.fluo.lab.a.mean"
"AT3G01830.1",2.45247852327134,"top.intensity.fluo.lab.a.mean"
"AT3G04930.1",2.34228156964385,"top.intensity.fluo.lab.a.mean"
"AT3G05200.1",2.46825722794209,"top.intensity.fluo.lab.a.mean"
"AT3G07960.1",2.48562280693405,"top.intensity.fluo.lab.a.mean"
"AT3G08860.1",2.46183425928422,"top.intensity.fluo.lab.a.mean"
"AT3G12360.1",2.50483878453468,"top.intensity.fluo.lab.a.mean"
"AT3G15510.1",2.43100552244828,"top.intensity.fluo.lab.a.mean"
"AT3G17160.1",2.81124402181011,"top.intensity.fluo.lab.a.mean"
"AT3G19660.1",2.45691683016291,"top.intensity.fluo.lab.a.mean"
"AT3G20100.1",3.58812823606977,"top.intensity.fluo.lab.a.mean"
"AT3G23670.1",2.58654256346689,"top.intensity.fluo.lab.a.mean"
"AT3G23790.1",2.77216091674283,"top.intensity.fluo.lab.a.mean"
"AT3G25010.1",2.21915878150309,"top.intensity.fluo.lab.a.mean"
"AT3G25110.1",2.37874940376715,"top.intensity.fluo.lab.a.mean"
"AT3G25870.1",2.39461612062987,"top.intensity.fluo.lab.a.mean"
"AT3G26210.1",2.54990260498295,"top.intensity.fluo.lab.a.mean"
"AT3G26440.1",2.59709856978542,"top.intensity.fluo.lab.a.mean"
"AT3G27360.1",2.36811571313072,"top.intensity.fluo.lab.a.mean"
"AT3G27820.1",2.68273743690984,"top.intensity.fluo.lab.a.mean"
"AT3G28100.1",2.7306792428288,"top.intensity.fluo.lab.a.mean"
"AT3G28760.2",2.97283114232443,"top.intensity.fluo.lab.a.mean"
"AT3G43930.1",2.53238313024623,"top.intensity.fluo.lab.a.mean"
"AT3G45600.1",3.26549165344129,"top.intensity.fluo.lab.a.mean"
"AT3G45860.1",2.51685695834211,"top.intensity.fluo.lab.a.mean"
"AT3G47500.1",3.29201232915078,"top.intensity.fluo.lab.a.mean"
"AT3G48830.1",2.31449396942389,"top.intensity.fluo.lab.a.mean"
"AT3G51895.1",3.78936457269908,"top.intensity.fluo.lab.a.mean"
"AT3G52910.1",3.20614738660708,"top.intensity.fluo.lab.a.mean"
"AT3G53235.1",2.67877438231205,"top.intensity.fluo.lab.a.mean"
"AT3G55240.1",3.16011738349469,"top.intensity.fluo.lab.a.mean"
"AT3G56100.1",2.41616221314691,"top.intensity.fluo.lab.a.mean"
"AT3G58930.1",2.62494337614459,"top.intensity.fluo.lab.a.mean"
"AT3G62780.1",2.56358207929521,"top.intensity.fluo.lab.a.mean"
"AT4G00140.1",2.50674655879082,"top.intensity.fluo.lab.a.mean"
"AT4G00780.1",2.63645633141389,"top.intensity.fluo.lab.a.mean"
"AT4G03210.1",2.29405205298799,"top.intensity.fluo.lab.a.mean"
"AT4G03450.1",2.30573980665661,"top.intensity.fluo.lab.a.mean"
"AT4G04500.1",2.5578998020817,"top.intensity.fluo.lab.a.mean"
"AT4G05020.2",2.38201805201417,"top.intensity.fluo.lab.a.mean"
"AT4G08950.1",2.67461141354188,"top.intensity.fluo.lab.a.mean"
"AT4G11070.1",3.01868927800478,"top.intensity.fluo.lab.a.mean"
"AT4G11080.1",2.38560989270803,"top.intensity.fluo.lab.a.mean"
"AT4G11360.1",2.54122719996125,"top.intensity.fluo.lab.a.mean"
"AT4G13030.1",2.52248256545441,"top.intensity.fluo.lab.a.mean"
"AT4G13820.1",2.55272959537458,"top.intensity.fluo.lab.a.mean"
"AT4G15570.1",2.26539829849336,"top.intensity.fluo.lab.a.mean"
"AT4G17880.1",2.73909507807103,"top.intensity.fluo.lab.a.mean"
"AT4G18050.1",2.59015903545104,"top.intensity.fluo.lab.a.mean"
"AT4G19420.1",2.18084953258655,"top.intensity.fluo.lab.a.mean"
"AT4G19840.1",2.76951806644517,"top.intensity.fluo.lab.a.mean"
"AT4G23130.2",2.39408708549652,"top.intensity.fluo.lab.a.mean"
"AT4G26660.1",2.77932335482647,"top.intensity.fluo.lab.a.mean"
"AT4G27370.1",2.32529682481602,"top.intensity.fluo.lab.a.mean"
"AT4G27830.1",3.28306012463387,"top.intensity.fluo.lab.a.mean"
"AT4G30750.1",3.22817351410512,"top.intensity.fluo.lab.a.mean"
"AT4G30960.1",2.51240004848049,"top.intensity.fluo.lab.a.mean"
"AT4G33050.2",2.24049336566463,"top.intensity.fluo.lab.a.mean"
"AT4G33270.1",2.45971511466995,"top.intensity.fluo.lab.a.mean"
"AT4G36500.1",2.27259765580681,"top.intensity.fluo.lab.a.mean"
"AT4G37310.1",3.3118213165586,"top.intensity.fluo.lab.a.mean"
"AT4G38580.1",3.30512125255762,"top.intensity.fluo.lab.a.mean"
"AT4G39100.1",3.26569764154765,"top.intensity.fluo.lab.a.mean"
"AT4G39860.1",2.66883782736614,"top.intensity.fluo.lab.a.mean"
"AT5G01540.1",2.29497289661562,"top.intensity.fluo.lab.a.mean"
"AT5G03435.1",2.3906521643962,"top.intensity.fluo.lab.a.mean"
"AT5G06800.1",2.68561571662863,"top.intensity.fluo.lab.a.mean"
"AT5G07180.1",2.43884328082607,"top.intensity.fluo.lab.a.mean"
"AT5G08640.1",3.09293743661519,"top.intensity.fluo.lab.a.mean"
"AT5G08760.1",2.4315252017359,"top.intensity.fluo.lab.a.mean"
"AT5G10930.1",2.36343468502663,"top.intensity.fluo.lab.a.mean"
"AT5G12170.2",2.31182874622702,"top.intensity.fluo.lab.a.mean"
"AT5G14940.1",2.53412683480179,"top.intensity.fluo.lab.a.mean"
"AT5G16530.1",2.7662184003322,"top.intensity.fluo.lab.a.mean"
"AT5G23940.1",2.76955047289964,"top.intensity.fluo.lab.a.mean"
"AT5G24155.1",2.38494326322009,"top.intensity.fluo.lab.a.mean"
"AT5G24200.1",3.21431881549889,"top.intensity.fluo.lab.a.mean"
"AT5G24330.1",2.3795136710681,"top.intensity.fluo.lab.a.mean"
"AT5G25120.1",2.49616347974553,"top.intensity.fluo.lab.a.mean"
"AT5G25260.1",3.10043907673871,"top.intensity.fluo.lab.a.mean"
"AT5G25440.1",2.14654382785854,"top.intensity.fluo.lab.a.mean"
"AT5G26751.1",3.32519449755403,"top.intensity.fluo.lab.a.mean"
"AT5G26920.1",2.421032742748,"top.intensity.fluo.lab.a.mean"
"AT5G36910.1",3.02957285502704,"top.intensity.fluo.lab.a.mean"
"AT5G37260.1",2.39570440619079,"top.intensity.fluo.lab.a.mean"
"AT5G37478.1",2.35288939035772,"top.intensity.fluo.lab.a.mean"
"AT5G37590.1",2.57952308802574,"top.intensity.fluo.lab.a.mean"
"AT5G39220.1",2.99897508944609,"top.intensity.fluo.lab.a.mean"
"AT5G39670.1",3.25275520448891,"top.intensity.fluo.lab.a.mean"
"AT5G41315.1",2.5070116457846,"top.intensity.fluo.lab.a.mean"
"AT5G42180.1",3.2852520475751,"top.intensity.fluo.lab.a.mean"
"AT5G43560.1",3.36092088222772,"top.intensity.fluo.lab.a.mean"
"AT5G45160.1",3.17094869932833,"top.intensity.fluo.lab.a.mean"
"AT5G45700.1",2.7196989311844,"top.intensity.fluo.lab.a.mean"
"AT5G46500.1",2.57746500296532,"top.intensity.fluo.lab.a.mean"
"AT5G48500.1",2.35833874456699,"top.intensity.fluo.lab.a.mean"
"AT5G50400.1",2.66489222044317,"top.intensity.fluo.lab.a.mean"
"AT5G50720.1",3.40445188299924,"top.intensity.fluo.lab.a.mean"
"AT5G53210.1",2.36925638741208,"top.intensity.fluo.lab.a.mean"
"AT5G53730.1",3.8030449350897,"top.intensity.fluo.lab.a.mean"
"AT5G54610.1",2.4836225290149,"top.intensity.fluo.lab.a.mean"
"AT5G55460.1",2.56922521045927,"top.intensity.fluo.lab.a.mean"
"AT5G58787.1",2.52790155025989,"top.intensity.fluo.lab.a.mean"
"AT5G59130.1",3.26650282293626,"top.intensity.fluo.lab.a.mean"
"AT5G59690.1",2.5076989971761,"top.intensity.fluo.lab.a.mean"
"AT5G60580.2",2.44754803756479,"top.intensity.fluo.lab.a.mean"
"AT5G60850.1",3.2727823070663,"top.intensity.fluo.lab.a.mean"
"AT5G61420.2",2.63609916825673,"top.intensity.fluo.lab.a.mean"
"AT5G61440.1",2.19430263388795,"top.intensity.fluo.lab.a.mean"
"AT5G63710.1",2.39598408844387,"top.intensity.fluo.lab.a.mean"
"AT5G66960.1",2.53157119029837,"top.intensity.fluo.lab.a.mean"
"AT1G01640.1",2.61502776068507,"top.intensity.fluo.lab.b.mean"
"AT1G01680.1",2.77019234939735,"top.intensity.fluo.lab.b.mean"
"AT1G08570.1",2.62857709768479,"top.intensity.fluo.lab.b.mean"
"AT1G10070.1",3.25889765729745,"top.intensity.fluo.lab.b.mean"
"AT1G10780.1",2.53798610587532,"top.intensity.fluo.lab.b.mean"
"AT1G15230.1",3.4138093939638,"top.intensity.fluo.lab.b.mean"
"AT1G18140.1",2.79926095692936,"top.intensity.fluo.lab.b.mean"
"AT1G19400.1",2.54990966663179,"top.intensity.fluo.lab.b.mean"
"AT1G21100.1",2.56891142885335,"top.intensity.fluo.lab.b.mean"
"AT1G21240.1",2.97692271814214,"top.intensity.fluo.lab.b.mean"
"AT1G21250.1",2.52876085324721,"top.intensity.fluo.lab.b.mean"
"AT1G22500.1",2.62138692456637,"top.intensity.fluo.lab.b.mean"
"AT1G22710.1",3.39459838647384,"top.intensity.fluo.lab.b.mean"
"AT1G28400.1",2.8373394593515,"top.intensity.fluo.lab.b.mean"
"AT1G28570.1",3.0269160170168,"top.intensity.fluo.lab.b.mean"
"AT1G33840.1",2.56089439054039,"top.intensity.fluo.lab.b.mean"
"AT1G45191.1",2.59287751944096,"top.intensity.fluo.lab.b.mean"
"AT1G47330.1",3.21840973672968,"top.intensity.fluo.lab.b.mean"
"AT1G53790.2",3.24654774026442,"top.intensity.fluo.lab.b.mean"
"AT1G54160.1",2.90272377493431,"top.intensity.fluo.lab.b.mean"
"AT1G56150.1",2.51886560802753,"top.intensity.fluo.lab.b.mean"
"AT1G56230.1",3.44856668210246,"top.intensity.fluo.lab.b.mean"
"AT1G61450.1",2.94378530887638,"top.intensity.fluo.lab.b.mean"
"AT1G66100.1",2.97362863507375,"top.intensity.fluo.lab.b.mean"
"AT1G67030.1",3.56096617035951,"top.intensity.fluo.lab.b.mean"
"AT1G68570.1",2.69449779117058,"top.intensity.fluo.lab.b.mean"
"AT1G71040.1",2.5945574236979,"top.intensity.fluo.lab.b.mean"
"AT1G74840.1",3.3229865687527,"top.intensity.fluo.lab.b.mean"
"AT1G77920.1",2.75507706172947,"top.intensity.fluo.lab.b.mean"
"AT1G77960.1",2.90860717268057,"top.intensity.fluo.lab.b.mean"
"AT1G80130.1",3.0502883383507,"top.intensity.fluo.lab.b.mean"
"AT2G01510.1",2.55965179382472,"top.intensity.fluo.lab.b.mean"
"AT2G01680.1",3.25220686900545,"top.intensity.fluo.lab.b.mean"
"AT2G02100.1",3.05425588638106,"top.intensity.fluo.lab.b.mean"
"AT2G13810.1",2.6022957958961,"top.intensity.fluo.lab.b.mean"
"AT2G19090.1",2.56005513164282,"top.intensity.fluo.lab.b.mean"
"AT2G21180.1",2.4712668538957,"top.intensity.fluo.lab.b.mean"
"AT2G26760.1",2.75426417814506,"top.intensity.fluo.lab.b.mean"
"AT2G32765.1",2.54157552064669,"top.intensity.fluo.lab.b.mean"
"AT2G33560.2",2.53217467910721,"top.intensity.fluo.lab.b.mean"
"AT2G33770.1",3.33191855107651,"top.intensity.fluo.lab.b.mean"
"AT2G35060.2",3.8361491304177,"top.intensity.fluo.lab.b.mean"
"AT2G37470.1",2.64417417570773,"top.intensity.fluo.lab.b.mean"
"AT2G40900.1",3.18368814541688,"top.intensity.fluo.lab.b.mean"
"AT2G41340.1",2.74049678758317,"top.intensity.fluo.lab.b.mean"
"AT2G41900.1",3.10015202026482,"top.intensity.fluo.lab.b.mean"
"AT2G46440.1",2.64769134712881,"top.intensity.fluo.lab.b.mean"
"AT2G46640.3",3.52152930920809,"top.intensity.fluo.lab.b.mean"
"AT2G46690.1",2.7627268866839,"top.intensity.fluo.lab.b.mean"
"AT2G46790.1",2.54466599634855,"top.intensity.fluo.lab.b.mean"
"AT2G47890.1",3.20460274452096,"top.intensity.fluo.lab.b.mean"
"AT3G01200.1",2.46469745970891,"top.intensity.fluo.lab.b.mean"
"AT3G01470.1",2.94507039243292,"top.intensity.fluo.lab.b.mean"
"AT3G01472.1",2.91211316899534,"top.intensity.fluo.lab.b.mean"
"AT3G05600.1",2.40671197653163,"top.intensity.fluo.lab.b.mean"
"AT3G13950.1",2.80411909847203,"top.intensity.fluo.lab.b.mean"
"AT3G20100.1",3.4690496707199,"top.intensity.fluo.lab.b.mean"
"AT3G23790.1",3.02589255233603,"top.intensity.fluo.lab.b.mean"
"AT3G25130.1",2.86833891427203,"top.intensity.fluo.lab.b.mean"
"AT3G26050.1",2.58388694833541,"top.intensity.fluo.lab.b.mean"
"AT3G26440.1",2.75831576451154,"top.intensity.fluo.lab.b.mean"
"AT3G26960.1",2.77111072385044,"top.intensity.fluo.lab.b.mean"
"AT3G27350.2",2.64810348574261,"top.intensity.fluo.lab.b.mean"
"AT3G27820.1",2.57582189416454,"top.intensity.fluo.lab.b.mean"
"AT3G27920.1",2.61307961379334,"top.intensity.fluo.lab.b.mean"
"AT3G28760.2",3.19558871985995,"top.intensity.fluo.lab.b.mean"
"AT3G43930.1",2.50702045546448,"top.intensity.fluo.lab.b.mean"
"AT3G45600.1",3.26158784591274,"top.intensity.fluo.lab.b.mean"
"AT3G47500.1",3.22510431032041,"top.intensity.fluo.lab.b.mean"
"AT3G50480.1",3.00264178182543,"top.intensity.fluo.lab.b.mean"
"AT3G51895.1",3.9789057127381,"top.intensity.fluo.lab.b.mean"
"AT3G52910.1",3.28146251253486,"top.intensity.fluo.lab.b.mean"
"AT3G53235.1",2.65373178035861,"top.intensity.fluo.lab.b.mean"
"AT3G53400.1",2.85116349972933,"top.intensity.fluo.lab.b.mean"
"AT3G53402.1",2.83165016942609,"top.intensity.fluo.lab.b.mean"
"AT3G53720.1",3.17074323608843,"top.intensity.fluo.lab.b.mean"
"AT3G56100.1",2.51773012994335,"top.intensity.fluo.lab.b.mean"
"AT3G56240.1",2.44902667283807,"top.intensity.fluo.lab.b.mean"
"AT3G61920.1",3.41179626864983,"top.intensity.fluo.lab.b.mean"
"AT4G00780.1",2.54016376693753,"top.intensity.fluo.lab.b.mean"
"AT4G00955.1",3.49192880703745,"top.intensity.fluo.lab.b.mean"
"AT4G02420.1",2.73322054268402,"top.intensity.fluo.lab.b.mean"
"AT4G08950.1",2.65642071438792,"top.intensity.fluo.lab.b.mean"
"AT4G11070.1",3.20705140925225,"top.intensity.fluo.lab.b.mean"
"AT4G11080.1",2.55928527666991,"top.intensity.fluo.lab.b.mean"
"AT4G11890.3",2.58492050868944,"top.intensity.fluo.lab.b.mean"
"AT4G13030.1",2.44160335994755,"top.intensity.fluo.lab.b.mean"
"AT4G18050.1",2.71972759008524,"top.intensity.fluo.lab.b.mean"
"AT4G19840.1",2.57420876146633,"top.intensity.fluo.lab.b.mean"
"AT4G22690.1",2.95587820909931,"top.intensity.fluo.lab.b.mean"
"AT4G23310.1",2.35537274294277,"top.intensity.fluo.lab.b.mean"
"AT4G23570.3",2.52647906609451,"top.intensity.fluo.lab.b.mean"
"AT4G27830.1",3.24662951108487,"top.intensity.fluo.lab.b.mean"
"AT4G30750.1",3.2313911899426,"top.intensity.fluo.lab.b.mean"
"AT4G30960.1",2.8624185019717,"top.intensity.fluo.lab.b.mean"
"AT4G32160.1",2.38663841920627,"top.intensity.fluo.lab.b.mean"
"AT4G33270.1",2.44522357639985,"top.intensity.fluo.lab.b.mean"
"AT4G34400.1",3.07181362478173,"top.intensity.fluo.lab.b.mean"
"AT4G37310.1",3.37403025824034,"top.intensity.fluo.lab.b.mean"
"AT4G37970.1",2.97492747534726,"top.intensity.fluo.lab.b.mean"
